epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,2730.99,1.28663,0.53139,0.73779,0.98404,0.96639,0.99268,0.67004,0.81069,0.39399,0.66668,0.0013862,0.0013862,0.0013862
95,2759.76,1.22695,0.49,0.72289,0.98107,0.94958,0.98066,0.68343,0.74489,0.55236,0.66044,0.0013796,0.0013796,0.0013796
96,2788.9,1.23703,0.49494,0.71275,0.97142,0.92437,0.96941,0.69095,0.78365,0.45149,0.66799,0.001373,0.001373,0.001373
97,2817.57,1.2482,0.4978,0.7341,0.97434,0.95712,0.98622,0.67945,0.80316,0.38394,0.66589,0.0013664,0.0013664,0.0013664
98,2846.51,1.24572,0.48739,0.71576,0.93482,0.96416,0.98061,0.64722,0.78205,0.41988,0.66328,0.0013598,0.0013598,0.0013598
99,2874.76,1.25731,0.50325,0.7273,0.98226,0.93034,0.98896,0.68597,0.82338,0.39616,0.67085,0.0013532,0.0013532,0.0013532
100,2903.93,1.25066,0.51093,0.7392,0.9748,0.97528,0.99212,0.68824,0.82838,0.38118,0.66585,0.0013466,0.0013466,0.0013466
101,2932.93,1.25918,0.5241,0.73866,0.95873,0.97598,0.99194,0.65358,0.88309,0.41651,0.66546,0.00134,0.00134,0.00134
102,2961.57,1.26966,0.5169,0.73295,1,0.95468,0.99326,0.70015,0.76302,0.37821,0.66398,0.0013334,0.0013334,0.0013334
103,2990.08,1.23968,0.5043,0.74466,0.9826,0.93277,0.99018,0.68127,0.76908,0.37036,0.66468,0.0013268,0.0013268,0.0013268
104,3018.88,1.24676,0.5002,0.72555,0.97918,0.96639,0.9922,0.69391,0.78195,0.40455,0.66455,0.0013202,0.0013202,0.0013202
105,3047.81,1.23055,0.49552,0.73716,0.98289,0.96536,0.99133,0.6855,0.79974,0.35859,0.66675,0.0013136,0.0013136,0.0013136
106,3076.72,1.21468,0.50454,0.72143,0.99091,0.91617,0.98944,0.68936,0.75576,0.35531,0.66117,0.001307,0.001307,0.001307
107,3105.52,1.24169,0.50867,0.73059,0.99282,0.93277,0.99137,0.70281,0.8155,0.37262,0.66245,0.0013004,0.0013004,0.0013004
108,3134.08,1.18854,0.48776,0.71731,0.97713,0.96639,0.99209,0.70701,0.77433,0.36072,0.66369,0.0012938,0.0012938,0.0012938
109,3162.67,1.22945,0.49553,0.74025,1,0.9715,0.99308,0.7041,0.79533,0.33707,0.66162,0.0012872,0.0012872,0.0012872
110,3191.66,1.27309,0.51442,0.73676,1,0.93222,0.9904,0.70544,0.75853,0.36511,0.65918,0.0012806,0.0012806,0.0012806
111,3220.27,1.1729,0.49771,0.70807,1,0.96592,0.9933,0.6877,0.75758,0.35355,0.65999,0.001274,0.001274,0.001274
112,3249.21,1.1811,0.47242,0.71258,0.96893,0.97479,0.99197,0.69484,0.79559,0.36865,0.66673,0.0012674,0.0012674,0.0012674
113,3277.81,1.22708,0.51617,0.72988,0.9744,0.95961,0.99125,0.67535,0.78626,0.37088,0.66162,0.0012608,0.0012608,0.0012608
114,3306.23,1.21837,0.50967,0.71862,0.99041,0.97479,0.99259,0.70832,0.7751,0.38352,0.66206,0.0012542,0.0012542,0.0012542
115,3334.36,1.18141,0.47709,0.69316,0.96522,0.93298,0.98962,0.68422,0.78431,0.39619,0.66279,0.0012476,0.0012476,0.0012476
116,3362.97,1.22649,0.49907,0.73379,0.96517,0.93146,0.98003,0.67675,0.75553,0.40214,0.66369,0.001241,0.001241,0.001241
117,3391.69,1.26226,0.4925,0.73387,0.9896,0.97479,0.99385,0.70083,0.75324,0.36891,0.6605,0.0012344,0.0012344,0.0012344
118,3420.45,1.1914,0.48195,0.71852,0.98308,0.97675,0.99426,0.69203,0.7547,0.36682,0.6602,0.0012278,0.0012278,0.0012278
